"","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"2293","sp|Q9CQB5|CISD2_MOUSE","sp|Q9CQB5|CISD2_MOUSE","3","3","3","CDGSH iron-sulfur domain-containing protein 2",1,3,3,3
"2294","sp|Q9CQC6|BZW1_MOUSE","sp|Q9CQC6|BZW1_MOUSE","7","7","7","Basic leucine zipper and W2 domain-containing protein 1",1,7,7,7
"2295","sp|Q9CQC7|NDUB4_MOUSE","sp|Q9CQC7|NDUB4_MOUSE","4","4","4","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4",1,4,4,4
"2296","sp|Q9CQC9|SAR1B_MOUSE","sp|Q9CQC9|SAR1B_MOUSE","6","6","5","GTP-binding protein SAR1b",1,6,6,5
"2297","sp|Q9CQD1|RAB5A_MOUSE","sp|Q9CQD1|RAB5A_MOUSE","10","7","7","Ras-related protein Rab-5A",1,10,7,7
"2298","sp|Q9CQE1|NPS3B_MOUSE","sp|Q9CQE1|NPS3B_MOUSE","5","5","5","Protein NipSnap homolog 3B",1,5,5,5
"2299","sp|Q9CQE5|RGS10_MOUSE","sp|Q9CQE5|RGS10_MOUSE","4","4","4","Regulator of G-protein signaling 10",1,4,4,4
"2300","sp|Q9CQE8|RTRAF_MOUSE","sp|Q9CQE8|RTRAF_MOUSE","8","8","8","RNA transcription, translation and transport factor protein",1,8,8,8
"2301","sp|Q9CQF3|CPSF5_MOUSE","sp|Q9CQF3|CPSF5_MOUSE","6","6","6","Cleavage and polyadenylation specificity factor subunit 5",1,6,6,6
"2302","sp|Q9CQF9|PCYOX_MOUSE","sp|Q9CQF9|PCYOX_MOUSE","11","11","11","Prenylcysteine oxidase",1,11,11,11
"2303","sp|Q9CQH3|NDUB5_MOUSE","sp|Q9CQH3|NDUB5_MOUSE","2","2","2","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",1,2,2,2
"2304","sp|Q9CQH7|BT3L4_MOUSE","sp|Q9CQH7|BT3L4_MOUSE","4","4","4","Transcription factor BTF3 homolog 4",1,4,4,4
"2305","sp|Q9CQI3|GMFB_MOUSE","sp|Q9CQI3|GMFB_MOUSE","6","4","4","Glia maturation factor beta",1,6,4,4
"2306","sp|Q9CQI6|COTL1_MOUSE","sp|Q9CQI6|COTL1_MOUSE","23","23","23","Coactosin-like protein",1,23,23,23
"2307","sp|Q9CQI7|RU2B_MOUSE","sp|Q9CQI7|RU2B_MOUSE","5","4","4","U2 small nuclear ribonucleoprotein B",1,5,4,4
"2308","sp|Q9CQJ6|DENR_MOUSE","sp|Q9CQJ6|DENR_MOUSE","2","2","2","Density-regulated protein",1,2,2,2
"2309","sp|Q9CQJ8|NDUB9_MOUSE","sp|Q9CQJ8|NDUB9_MOUSE","5","5","5","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9",1,5,5,5
"2310","sp|Q9CQM5|TXD17_MOUSE","sp|Q9CQM5|TXD17_MOUSE","4","4","4","Thioredoxin domain-containing protein 17",1,4,4,4
"2311","sp|Q9CQM9|GLRX3_MOUSE","sp|Q9CQM9|GLRX3_MOUSE","6","6","6","Glutaredoxin-3",1,6,6,6
"2312","sp|Q9CQN1|TRAP1_MOUSE","sp|Q9CQN1|TRAP1_MOUSE","12","12","12","Heat shock protein 75 kDa, mitochondrial",1,12,12,12
"2313","sp|Q9CQQ7|AT5F1_MOUSE","sp|Q9CQQ7|AT5F1_MOUSE","14","14","14","ATP synthase F(0) complex subunit B1, mitochondrial",1,14,14,14
"2314","sp|Q9CQQ8|LSM7_MOUSE","sp|Q9CQQ8|LSM7_MOUSE","2","2","2","U6 snRNA-associated Sm-like protein LSm7",1,2,2,2
"2315","sp|Q9CQR2|RS21_MOUSE","sp|Q9CQR2|RS21_MOUSE","9","9","9","40S ribosomal protein S21",1,9,9,9
"2316","sp|Q9CQR4|ACO13_MOUSE","sp|Q9CQR4|ACO13_MOUSE","7","7","7","Acyl-coenzyme A thioesterase 13",1,7,7,7
"2317","sp|Q9CQR6|PPP6_MOUSE","sp|Q9CQR6|PPP6_MOUSE","3","3","3","Serine/threonine-protein phosphatase 6 catalytic subunit",1,3,3,3
"2318","sp|Q9CQS8|SC61B_MOUSE","sp|Q9CQS8|SC61B_MOUSE","4","4","4","Protein transport protein Sec61 subunit beta",1,4,4,4
"2319","sp|Q9CQT1|MTNA_MOUSE","sp|Q9CQT1|MTNA_MOUSE","7","7","7","Methylthioribose-1-phosphate isomerase",1,7,7,7
"2320","sp|Q9CQU0|TXD12_MOUSE","sp|Q9CQU0|TXD12_MOUSE","3","3","3","Thioredoxin domain-containing protein 12",1,3,3,3
"2321","sp|Q9CQU3|RER1_MOUSE","sp|Q9CQU3|RER1_MOUSE","3","3","3","Protein RER1",1,3,3,3
"2322","sp|Q9CQV8|1433B_MOUSE","sp|Q9CQV8|1433B_MOUSE","25","17","15","14-3-3 protein beta/alpha",1,25,17,15
"2323","sp|Q9CQW1|YKT6_MOUSE","sp|Q9CQW1|YKT6_MOUSE","5","5","5","Synaptobrevin homolog YKT6",1,5,5,5
"2324","sp|Q9CQW2|ARL8B_MOUSE","sp|Q9CQW2|ARL8B_MOUSE","4","4","2","ADP-ribosylation factor-like protein 8B",1,4,4,2
"2325","sp|Q9CQW9|IFM3_MOUSE;sp|Q99J93|IFM2_MOUSE","sp|Q9CQW9|IFM3_MOUSE","3;1","3;1","3;1","Interferon-induced transmembrane protein 3",2,3,3,3
"2326","sp|Q9CQX2|CYB5B_MOUSE","sp|Q9CQX2|CYB5B_MOUSE","5","5","5","Cytochrome b5 type B",1,5,5,5
"2327","sp|Q9CQX8|RT36_MOUSE","sp|Q9CQX8|RT36_MOUSE","2","2","2","28S ribosomal protein S36, mitochondrial",1,2,2,2
"2328","sp|Q9CQY5|MAGT1_MOUSE","sp|Q9CQY5|MAGT1_MOUSE","5","5","5","Magnesium transporter protein 1",1,5,5,5
"2329","sp|Q9CQZ5|NDUA6_MOUSE","sp|Q9CQZ5|NDUA6_MOUSE","5","5","5","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6",1,5,5,5
"2330","sp|Q9CR00|PSMD9_MOUSE","sp|Q9CR00|PSMD9_MOUSE","5","5","5","26S proteasome non-ATPase regulatory subunit 9",1,5,5,5
"2331","sp|Q9CR09|UFC1_MOUSE","sp|Q9CR09|UFC1_MOUSE","3","3","3","Ubiquitin-fold modifier-conjugating enzyme 1",1,3,3,3
"2332","sp|Q9CR16|PPID_MOUSE","sp|Q9CR16|PPID_MOUSE","9","9","9","Peptidyl-prolyl cis-trans isomerase D",1,9,9,9
"2333","sp|Q9CR26|VTA1_MOUSE","sp|Q9CR26|VTA1_MOUSE","3","3","3","Vacuolar protein sorting-associated protein VTA1 homolog",1,3,3,3
"2334","sp|Q9CR35|CTRB1_MOUSE","sp|Q9CR35|CTRB1_MOUSE","2","2","2","Chymotrypsinogen B",1,2,2,2
"2335","sp|Q9CR41|HYPK_MOUSE","sp|Q9CR41|HYPK_MOUSE","5","5","5","Huntingtin-interacting protein K",1,5,5,5
"2336","sp|Q9CR51|VATG1_MOUSE","sp|Q9CR51|VATG1_MOUSE","6","6","6","V-type proton ATPase subunit G 1",1,6,6,6
"2337","sp|Q9CR57|RL14_MOUSE","sp|Q9CR57|RL14_MOUSE","13","13","13","60S ribosomal protein L14",1,13,13,13
"2338","sp|Q9CR62|M2OM_MOUSE","sp|Q9CR62|M2OM_MOUSE","16","16","16","Mitochondrial 2-oxoglutarate/malate carrier protein",1,16,16,16
"2339","sp|Q9CR67|TMM33_MOUSE","sp|Q9CR67|TMM33_MOUSE","2","2","2","Transmembrane protein 33",1,2,2,2
"2340","sp|Q9CR68|UCRI_MOUSE","sp|Q9CR68|UCRI_MOUSE","10","10","10","Cytochrome b-c1 complex subunit Rieske, mitochondrial",1,10,10,10
"2341","sp|Q9CR70|LAGE3_MOUSE","sp|Q9CR70|LAGE3_MOUSE","2","2","2","EKC/KEOPS complex subunit Lage3",1,2,2,2
"2342","sp|Q9CR86|CHSP1_MOUSE","sp|Q9CR86|CHSP1_MOUSE","2","2","2","Calcium-regulated heat stable protein 1",1,2,2,2
"2343","sp|Q9CR98|F136A_MOUSE","sp|Q9CR98|F136A_MOUSE","3","3","3","Protein FAM136A",1,3,3,3
"2344","sp|Q9CRA5|GOLP3_MOUSE","sp|Q9CRA5|GOLP3_MOUSE","2","2","2","Golgi phosphoprotein 3",1,2,2,2
"2345","sp|Q9CRB2|NHP2_MOUSE","sp|Q9CRB2|NHP2_MOUSE","5","5","5","H/ACA ribonucleoprotein complex subunit 2",1,5,5,5
"2346","sp|Q9CRB6|TPPP3_MOUSE","sp|Q9CRB6|TPPP3_MOUSE","19","19","19","Tubulin polymerization-promoting protein family member 3",1,19,19,19
"2347","sp|Q9CRB9|MIC19_MOUSE","sp|Q9CRB9|MIC19_MOUSE","9","9","9","MICOS complex subunit Mic19",1,9,9,9
"2348","sp|Q9CRC8|LRC40_MOUSE","sp|Q9CRC8|LRC40_MOUSE","2","2","2","Leucine-rich repeat-containing protein 40",1,2,2,2
"2349","sp|Q9CRD0|OCAD1_MOUSE","sp|Q9CRD0|OCAD1_MOUSE","3","3","3","OCIA domain-containing protein 1",1,3,3,3
"2350","sp|Q9CRD2|EMC2_MOUSE","sp|Q9CRD2|EMC2_MOUSE","5","5","5","ER membrane protein complex subunit 2",1,5,5,5
"2351","sp|Q9CSN1|SNW1_MOUSE","sp|Q9CSN1|SNW1_MOUSE","8","8","8","SNW domain-containing protein 1",1,8,8,8
"2352","sp|Q9CSU0|RPR1B_MOUSE;sp|Q8VDS4|RPR1A_MOUSE","sp|Q9CSU0|RPR1B_MOUSE","12;4","12;4","12;4","Regulation of nuclear pre-mRNA domain-containing protein 1B",2,12,12,12
"2353","sp|Q9CT10|RANB3_MOUSE","sp|Q9CT10|RANB3_MOUSE","6","6","6","Ran-binding protein 3",1,6,6,6
"2354","sp|Q9CTG6|AT132_MOUSE","sp|Q9CTG6|AT132_MOUSE","2","2","2","Polyamine-transporting ATPase 13A2",1,2,2,2
"2355","sp|Q9CU62|SMC1A_MOUSE","sp|Q9CU62|SMC1A_MOUSE","23","23","23","Structural maintenance of chromosomes protein 1A",1,23,23,23
"2356","sp|Q9CVB6|ARPC2_MOUSE","sp|Q9CVB6|ARPC2_MOUSE","26","26","26","Actin-related protein 2/3 complex subunit 2",1,26,26,26
"2357","sp|Q9CW03|SMC3_MOUSE","sp|Q9CW03|SMC3_MOUSE","18","18","18","Structural maintenance of chromosomes protein 3",1,18,18,18
"2358","sp|Q9CW46|RAVR1_MOUSE","sp|Q9CW46|RAVR1_MOUSE","6","6","6","Ribonucleoprotein PTB-binding 1",1,6,6,6
"2359","sp|Q9CWE0|MFR1L_MOUSE","sp|Q9CWE0|MFR1L_MOUSE","2","2","2","Mitochondrial fission regulator 1-like",1,2,2,2
"2360","sp|Q9CWJ9|PUR9_MOUSE","sp|Q9CWJ9|PUR9_MOUSE","26","26","26","Bifunctional purine biosynthesis protein ATIC",1,26,26,26
"2361","sp|Q9CWK8|SNX2_MOUSE","sp|Q9CWK8|SNX2_MOUSE","18","18","16","Sorting nexin-2",1,18,18,16
"2362","sp|Q9CWL8|CTBL1_MOUSE","sp|Q9CWL8|CTBL1_MOUSE","6","6","6","Beta-catenin-like protein 1",1,6,6,6
"2363","sp|Q9CWM4|PFD1_MOUSE","sp|Q9CWM4|PFD1_MOUSE","2","2","2","Prefoldin subunit 1",1,2,2,2
"2364","sp|Q9CWX9|DDX47_MOUSE","sp|Q9CWX9|DDX47_MOUSE","2","2","2","Probable ATP-dependent RNA helicase DDX47",1,2,2,2
"2365","sp|Q9CWZ3|RBM8A_MOUSE","sp|Q9CWZ3|RBM8A_MOUSE","4","4","4","RNA-binding protein 8A",1,4,4,4
"2366","sp|Q9CWZ7|SNAG_MOUSE","sp|Q9CWZ7|SNAG_MOUSE","6","6","6","Gamma-soluble NSF attachment protein",1,6,6,6
"2367","sp|Q9CX00|IST1_MOUSE","sp|Q9CX00|IST1_MOUSE","7","7","7","IST1 homolog",1,7,7,7
"2368","sp|Q9CX34|SGT1_MOUSE","sp|Q9CX34|SGT1_MOUSE","5","5","5","Protein SGT1 homolog",1,5,5,5
"2369","sp|Q9CX56|PSMD8_MOUSE","sp|Q9CX56|PSMD8_MOUSE","5","5","5","26S proteasome non-ATPase regulatory subunit 8",1,5,5,5
"2370","sp|Q9CX80|CYGB_MOUSE","sp|Q9CX80|CYGB_MOUSE","5","5","5","Cytoglobin",1,5,5,5
"2371","sp|Q9CX86|ROA0_MOUSE","sp|Q9CX86|ROA0_MOUSE","15","15","15","Heterogeneous nuclear ribonucleoprotein A0",1,15,15,15
"2372","sp|Q9CXF0|KYNU_MOUSE","sp|Q9CXF0|KYNU_MOUSE","4","4","4","Kynureninase",1,4,4,4
"2373","sp|Q9CXF4|TBC15_MOUSE","sp|Q9CXF4|TBC15_MOUSE","7","7","7","TBC1 domain family member 15",1,7,7,7
"2374","sp|Q9CXI5|MANF_MOUSE","sp|Q9CXI5|MANF_MOUSE","6","6","6","Mesencephalic astrocyte-derived neurotrophic factor",1,6,6,6
"2375","sp|Q9CXR1|DHRS7_MOUSE","sp|Q9CXR1|DHRS7_MOUSE","5","5","5","Dehydrogenase/reductase SDR family member 7",1,5,5,5
"2376","sp|Q9CXS4|CENPV_MOUSE","sp|Q9CXS4|CENPV_MOUSE","11","11","11","Centromere protein V",1,11,11,11
"2377","sp|Q9CXT8|MPPB_MOUSE","sp|Q9CXT8|MPPB_MOUSE","6","5","5","Mitochondrial-processing peptidase subunit beta",1,6,5,5
"2378","sp|Q9CXW3|CYBP_MOUSE","sp|Q9CXW3|CYBP_MOUSE","12","12","12","Calcyclin-binding protein",1,12,12,12
"2379","sp|Q9CXW4|RL11_MOUSE","sp|Q9CXW4|RL11_MOUSE","11","11","11","60S ribosomal protein L11",1,11,11,11
"2380","sp|Q9CXY6|ILF2_MOUSE","sp|Q9CXY6|ILF2_MOUSE","8","8","8","Interleukin enhancer-binding factor 2",1,8,8,8
"2381","sp|Q9CXY9|GPI8_MOUSE","sp|Q9CXY9|GPI8_MOUSE","3","3","3","GPI-anchor transamidase",1,3,3,3
"2382","sp|Q9CY16|RT28_MOUSE","sp|Q9CY16|RT28_MOUSE","2","2","2","28S ribosomal protein S28, mitochondrial",1,2,2,2
"2383","sp|Q9CY27|TECR_MOUSE","sp|Q9CY27|TECR_MOUSE","4","4","4","Very-long-chain enoyl-CoA reductase",1,4,4,4
"2384","sp|Q9CY50|SSRA_MOUSE","sp|Q9CY50|SSRA_MOUSE","4","4","4","Translocon-associated protein subunit alpha",1,4,4,4
"2385","sp|Q9CY57|CHTOP_MOUSE","sp|Q9CY57|CHTOP_MOUSE","3","3","3","Chromatin target of PRMT1 protein",1,3,3,3
"2386","sp|Q9CY58|PAIRB_MOUSE","sp|Q9CY58|PAIRB_MOUSE","15","15","15","Plasminogen activator inhibitor 1 RNA-binding protein",1,15,15,15
"2387","sp|Q9CY64|BIEA_MOUSE","sp|Q9CY64|BIEA_MOUSE","17","17","17","Biliverdin reductase A",1,17,17,17
"2388","sp|Q9CY66|GAR1_MOUSE","sp|Q9CY66|GAR1_MOUSE","3","3","3","H/ACA ribonucleoprotein complex subunit 1",1,3,3,3
"2389","sp|Q9CY97|SSU72_MOUSE","sp|Q9CY97|SSU72_MOUSE","2","2","2","RNA polymerase II subunit A C-terminal domain phosphatase SSU72",1,2,2,2
"2390","sp|Q9CYA0|CREL2_MOUSE","sp|Q9CYA0|CREL2_MOUSE","3","3","3","Protein disulfide isomerase Creld2",1,3,3,3
"2391","sp|Q9CYG7|TOM34_MOUSE","sp|Q9CYG7|TOM34_MOUSE","6","6","6","Mitochondrial import receptor subunit TOM34",1,6,6,6
"2392","sp|Q9CYH2|PXL2A_MOUSE","sp|Q9CYH2|PXL2A_MOUSE","4","4","4","Peroxiredoxin-like 2A",1,4,4,4
"2393","sp|Q9CYL5|GAPR1_MOUSE","sp|Q9CYL5|GAPR1_MOUSE","4","4","4","Golgi-associated plant pathogenesis-related protein 1",1,4,4,4
"2394","sp|Q9CYN2|SPCS2_MOUSE","sp|Q9CYN2|SPCS2_MOUSE","5","5","5","Signal peptidase complex subunit 2",1,5,5,5
"2395","sp|Q9CYR0|SSBP_MOUSE","sp|Q9CYR0|SSBP_MOUSE","4","4","4","Single-stranded DNA-binding protein, mitochondrial",1,4,4,4
"2396","sp|Q9CYR6|AGM1_MOUSE","sp|Q9CYR6|AGM1_MOUSE","2","2","2","Phosphoacetylglucosamine mutase",1,2,2,2
"2397","sp|Q9CYZ2|TPD54_MOUSE","sp|Q9CYZ2|TPD54_MOUSE","6","6","6","Tumor protein D54",1,6,6,6
"2398","sp|Q9CZ04|CSN7A_MOUSE","sp|Q9CZ04|CSN7A_MOUSE","6","6","6","COP9 signalosome complex subunit 7a",1,6,6,6
"2399","sp|Q9CZ13|QCR1_MOUSE","sp|Q9CZ13|QCR1_MOUSE","25","25","24","Cytochrome b-c1 complex subunit 1, mitochondrial",1,25,25,24
"2400","sp|Q9CZ30|OLA1_MOUSE","sp|Q9CZ30|OLA1_MOUSE","8","8","8","Obg-like ATPase 1",1,8,8,8
"2401","sp|Q9CZ42|NNRD_MOUSE","sp|Q9CZ42|NNRD_MOUSE","11","11","11","ATP-dependent (S)-NAD(P)H-hydrate dehydratase",1,11,11,11
"2402","sp|Q9CZ44|NSF1C_MOUSE","sp|Q9CZ44|NSF1C_MOUSE","18","18","18","NSFL1 cofactor p47",1,18,18,18
"2403","sp|Q9CZD3|GARS_MOUSE","sp|Q9CZD3|GARS_MOUSE","14","14","14","Glycine--tRNA ligase",1,14,14,14
"2404","sp|Q9CZE3|RAB32_MOUSE","sp|Q9CZE3|RAB32_MOUSE","7","7","7","Ras-related protein Rab-32",1,7,7,7
"2405","sp|Q9CZG3|COMD8_MOUSE","sp|Q9CZG3|COMD8_MOUSE","2","2","2","COMM domain-containing protein 8",1,2,2,2
"2406","sp|Q9CZJ2|HS12B_MOUSE","sp|Q9CZJ2|HS12B_MOUSE","4","4","4","Heat shock 70 kDa protein 12B",1,4,4,4
"2407","sp|Q9CZM2|RL15_MOUSE","sp|Q9CZM2|RL15_MOUSE","8","8","8","60S ribosomal protein L15",1,8,8,8
"2408","sp|Q9CZN7|GLYM_MOUSE;sp|P50431|GLYC_MOUSE","sp|Q9CZN7|GLYM_MOUSE","14;1","14;1","14;1","Serine hydroxymethyltransferase, mitochondrial",2,14,14,14
"2409","sp|Q9CZR8|EFTS_MOUSE","sp|Q9CZR8|EFTS_MOUSE","4","4","4","Elongation factor Ts, mitochondrial",1,4,4,4
"2410","sp|Q9CZS1|AL1B1_MOUSE","sp|Q9CZS1|AL1B1_MOUSE","4","2","2","Aldehyde dehydrogenase X, mitochondrial",1,4,2,2
"2411","sp|Q9CZU3|MTREX_MOUSE","sp|Q9CZU3|MTREX_MOUSE","8","8","8","Exosome RNA helicase MTR4",1,8,8,8
"2412","sp|Q9CZU6|CISY_MOUSE","sp|Q9CZU6|CISY_MOUSE","20","20","20","Citrate synthase, mitochondrial",1,20,20,20
"2413","sp|Q9CZW4|ACSL3_MOUSE","sp|Q9CZW4|ACSL3_MOUSE","2","2","2","Long-chain-fatty-acid--CoA ligase 3",1,2,2,2
"2414","sp|Q9CZW5|TOM70_MOUSE","sp|Q9CZW5|TOM70_MOUSE","7","7","7","Mitochondrial import receptor subunit TOM70",1,7,7,7
"2415","sp|Q9CZX8|RS19_MOUSE","sp|Q9CZX8|RS19_MOUSE","15","15","15","40S ribosomal protein S19",1,15,15,15
"2416","sp|Q9CZY3|UB2V1_MOUSE","sp|Q9CZY3|UB2V1_MOUSE","7","7","3","Ubiquitin-conjugating enzyme E2 variant 1",1,7,7,3
"2417","sp|Q9D020|5NT3A_MOUSE","sp|Q9D020|5NT3A_MOUSE","2","2","2","Cytosolic 5-nucleotidase 3A",1,2,2,2
"2418","sp|Q9D023|MPC2_MOUSE","sp|Q9D023|MPC2_MOUSE","2","2","2","Mitochondrial pyruvate carrier 2",1,2,2,2
"2419","sp|Q9D024|CCD47_MOUSE","sp|Q9D024|CCD47_MOUSE","8","8","8","PAT complex subunit CCDC47",1,8,8,8
"2420","sp|Q9D051|ODPB_MOUSE","sp|Q9D051|ODPB_MOUSE","14","14","14","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",1,14,14,14
"2421","sp|Q9D067|MDM1_MOUSE","sp|Q9D067|MDM1_MOUSE","6","6","6","Nuclear protein MDM1",1,6,6,6
"2422","sp|Q9D071|MMS19_MOUSE","sp|Q9D071|MMS19_MOUSE","2","2","2","MMS19 nucleotide excision repair protein homolog",1,2,2,2
"2423","sp|Q9D0A3|ARPIN_MOUSE","sp|Q9D0A3|ARPIN_MOUSE","2","2","2","Arpin",1,2,2,2
"2424","sp|Q9D0B6|PBDC1_MOUSE","sp|Q9D0B6|PBDC1_MOUSE","2","2","2","Protein PBDC1",1,2,2,2
"2425","sp|Q9D0E1|HNRPM_MOUSE;sp|Q91VC4|PLVAP_MOUSE","sp|Q9D0E1|HNRPM_MOUSE","42;1","42;1","42;1","Heterogeneous nuclear ribonucleoprotein M",2,42,42,42
"2426","sp|Q9D0F3|LMAN1_MOUSE","sp|Q9D0F3|LMAN1_MOUSE","11","11","11","Protein ERGIC-53",1,11,11,11
"2427","sp|Q9D0F9|PGM1_MOUSE","sp|Q9D0F9|PGM1_MOUSE","10","10","10","Phosphoglucomutase-1",1,10,10,10
"2428","sp|Q9D0G0|RT30_MOUSE","sp|Q9D0G0|RT30_MOUSE","2","2","2","28S ribosomal protein S30, mitochondrial",1,2,2,2
"2429","sp|Q9D0I9|SYRC_MOUSE","sp|Q9D0I9|SYRC_MOUSE","13","13","13","Arginine--tRNA ligase, cytoplasmic",1,13,13,13
"2430","sp|Q9D0J8|PTMS_MOUSE","sp|Q9D0J8|PTMS_MOUSE","4","4","4","Parathymosin",1,4,4,4
"2431","sp|Q9D0K2|SCOT1_MOUSE","sp|Q9D0K2|SCOT1_MOUSE","18","18","18","Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",1,18,18,18
"2432","sp|Q9D0L7|ARM10_MOUSE","sp|Q9D0L7|ARM10_MOUSE","3","3","3","Armadillo repeat-containing protein 10",1,3,3,3
"2433","sp|Q9D0L8|MCES_MOUSE","sp|Q9D0L8|MCES_MOUSE","3","3","3","mRNA cap guanine-N7 methyltransferase",1,3,3,3
"2434","sp|Q9D0M3|CY1_MOUSE","sp|Q9D0M3|CY1_MOUSE","8","8","8","Cytochrome c1, heme protein, mitochondrial",1,8,8,8
"2435","sp|Q9D0M5|DYL2_MOUSE","sp|Q9D0M5|DYL2_MOUSE","4","2","2","Dynein light chain 2, cytoplasmic",1,4,2,2
"2436","sp|Q9D0R2|SYTC_MOUSE","sp|Q9D0R2|SYTC_MOUSE","6","6","6","Threonine--tRNA ligase 1, cytoplasmic",1,6,6,6
"2437","sp|Q9D0R8|LSM12_MOUSE","sp|Q9D0R8|LSM12_MOUSE","2","2","2","Protein LSM12 homolog",1,2,2,2
"2438","sp|Q9D0S9|HINT2_MOUSE","sp|Q9D0S9|HINT2_MOUSE","7","7","7","Histidine triad nucleotide-binding protein 2, mitochondrial",1,7,7,7
"2439","sp|Q9D0T1|NH2L1_MOUSE","sp|Q9D0T1|NH2L1_MOUSE","6","6","6","NHP2-like protein 1",1,6,6,6
"2440","sp|Q9D110|MTHFS_MOUSE","sp|Q9D110|MTHFS_MOUSE","2","2","2","5-formyltetrahydrofolate cyclo-ligase",1,2,2,2
"2441","sp|Q9D142|NUD14_MOUSE","sp|Q9D142|NUD14_MOUSE","2","2","2","Uridine diphosphate glucose pyrophosphatase NUDT14",1,2,2,2
"2442","sp|Q9D154|ILEUA_MOUSE;sp|Q8VHP7|ILEUB_MOUSE;sp|Q5SV42|ILEUC_MOUSE;sp|Q9JK88|SPI2_MOUSE","sp|Q9D154|ILEUA_MOUSE","23;6;3;1","23;6;3;1","23;6;3;1","Leukocyte elastase inhibitor A",4,23,23,23
"2443","sp|Q9D172|GAL3A_MOUSE","sp|Q9D172|GAL3A_MOUSE","12","12","12","Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial",1,12,12,12
"2444","sp|Q9D1A2|CNDP2_MOUSE","sp|Q9D1A2|CNDP2_MOUSE","30","30","30","Cytosolic non-specific dipeptidase",1,30,30,30
"2445","sp|Q9D1D4|TMEDA_MOUSE","sp|Q9D1D4|TMEDA_MOUSE","9","9","9","Transmembrane emp24 domain-containing protein 10",1,9,9,9
"2446","sp|Q9D1G1|RAB1B_MOUSE","sp|Q9D1G1|RAB1B_MOUSE","15","8","8","Ras-related protein Rab-1B",1,15,8,8
"2447","sp|Q9D1H9|MFAP4_MOUSE","sp|Q9D1H9|MFAP4_MOUSE","2","2","2","Microfibril-associated glycoprotein 4",1,2,2,2
"2448","sp|Q9D1I5|MCEE_MOUSE","sp|Q9D1I5|MCEE_MOUSE","2","2","2","Methylmalonyl-CoA epimerase, mitochondrial",1,2,2,2
"2449","sp|Q9D1J1|NECP2_MOUSE","sp|Q9D1J1|NECP2_MOUSE","3","3","3","Adaptin ear-binding coat-associated protein 2",1,3,3,3
"2450","sp|Q9D1J3|SARNP_MOUSE","sp|Q9D1J3|SARNP_MOUSE","9","9","9","SAP domain-containing ribonucleoprotein",1,9,9,9
"2451","sp|Q9D1K2|VATF_MOUSE","sp|Q9D1K2|VATF_MOUSE","5","5","5","V-type proton ATPase subunit F",1,5,5,5
"2452","sp|Q9D1L0|CHCH2_MOUSE","sp|Q9D1L0|CHCH2_MOUSE","2","2","2","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2",1,2,2,2
"2453","sp|Q9D1M0|SEC13_MOUSE","sp|Q9D1M0|SEC13_MOUSE","3","3","3","Protein SEC13 homolog",1,3,3,3
"2454","sp|Q9D1P4|CHRD1_MOUSE","sp|Q9D1P4|CHRD1_MOUSE","2","2","2","Cysteine and histidine-rich domain-containing protein 1",1,2,2,2
"2455","sp|Q9D1Q6|ERP44_MOUSE","sp|Q9D1Q6|ERP44_MOUSE","8","8","8","Endoplasmic reticulum resident protein 44",1,8,8,8
"2456","sp|Q9D1R9|RL34_MOUSE","sp|Q9D1R9|RL34_MOUSE","6","6","6","60S ribosomal protein L34",1,6,6,6
"2457","sp|Q9D287|SPF27_MOUSE","sp|Q9D287|SPF27_MOUSE","2","2","2","Pre-mRNA-splicing factor SPF27",1,2,2,2
"2458","sp|Q9D2G2|ODO2_MOUSE","sp|Q9D2G2|ODO2_MOUSE","11","11","11","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",1,11,11,11
"2459","sp|Q9D2H2|KAD7_MOUSE","sp|Q9D2H2|KAD7_MOUSE","3","3","3","Adenylate kinase 7",1,3,3,3
"2460","sp|Q9D2M8|UB2V2_MOUSE","sp|Q9D2M8|UB2V2_MOUSE","7","3","3","Ubiquitin-conjugating enzyme E2 variant 2",1,7,3,3
"2461","sp|Q9D2N9|VP33A_MOUSE","sp|Q9D2N9|VP33A_MOUSE","6","6","6","Vacuolar protein sorting-associated protein 33A",1,6,6,6
"2462","sp|Q9D2V7|CORO7_MOUSE","sp|Q9D2V7|CORO7_MOUSE","12","12","12","Coronin-7",1,12,12,12
"2463","sp|Q9D358|PPAC_MOUSE","sp|Q9D358|PPAC_MOUSE","3","3","3","Low molecular weight phosphotyrosine protein phosphatase",1,3,3,3
